,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
Tlr13,False,852,0.18317972350230416,85.9776168531929,1113,852,True,0.19911830463832278,0.7425256248027012,0.9931486
P2ry10,False,773,0.15157998683344306,87.27781435154706,921,773,True,0.19671508120165238,0.7830266525415754,1.1353916
Gpr174,False,974,0.2034233048057933,83.96971691902567,1236,974,True,0.23441517084962282,0.6482475230324711,0.6620361
Itm2a,False,788,0.21971691902567478,87.03094140882159,1335,788,True,0.21486756506441784,1.0951663302118284,2.231652
Btk,False,855,0.18054641211323239,85.92824226464779,1097,855,True,0.18669153650437453,0.648865362494871,0.664206
Zmat1,False,204,0.037524687294272545,96.64252797893351,228,204,True,0.04665561192736694,0.6309303152669029,0.6012166
Zcchc18,False,450,0.08969716919025675,92.59381171823568,545,450,True,0.11081546652520294,0.6967128899378814,0.8322505
Sat1,False,4450,4.138578011849901,26.76102699144174,25146,4450,True,1.7026048914708443,2.129908311746254,1.2412751
Prdx4,False,786,0.3077682685977617,87.063857801185,1870,786,True,0.2186893322058449,1.7678504431423887,4.5941744
Ap1s2,False,1761,0.5842659644502962,71.01711652402896,3550,1761,True,0.46486467724173525,0.8951553647634495,0.7740608
Bmx,False,473,0.09907834101382489,92.21527320605661,602,473,True,0.1358448945376401,0.8882963764170425,1.5051075
Pir,False,110,0.02978933508887426,98.18959842001317,181,110,True,0.029452402140140676,1.019528481567961,1.9660056
Gpm6b,False,56,0.014812376563528637,99.07834101382488,90,56,True,0.018155207981811586,1.092596761371172,2.2226274
Tlr7,False,727,0.1663923633969717,88.0348913759052,1011,727,True,0.15934227493053058,0.6667269937440011,0.72693753
Tpd52,False,3359,1.7465437788018434,44.716919025674784,10612,3359,True,1.1653659323548486,1.5138692907728948,0.78635633
Fabp5,False,2120,1.1494404213298222,65.10862409479921,6984,2120,True,0.8431239013002088,1.8557230264498104,2.19524
Fabp4,False,50,0.013824884792626729,99.17709019091507,84,50,True,0.014281029376548758,1.1991819665409822,2.5969634
Car2,False,81,0.01925608953258723,98.66688610928243,117,81,True,0.025760405951844846,1.3496681967656758,3.1254835
Gm9733,False,1093,0.37244897959183676,82.01119157340355,2263,1093,True,0.3695954794113443,1.259072012122619,1.8312076
Sirpb1a,False,588,0.17017774851876236,90.32258064516128,1034,588,True,0.14947385699480634,0.8386711317646499,1.3308196
Sirpb1b,False,1970,0.7913100724160632,67.57735352205398,4808,1970,True,0.7409794156265902,1.5003648608520663,1.4654282
Sirpb1c,False,1659,0.9056945358788677,72.6958525345622,5503,1659,True,0.6930853633344772,1.5627421763928304,1.5935347
Gm5150,False,2001,0.8768926925608953,67.06714944042133,5328,2001,True,0.6922975815158728,1.36648696918112,1.1904783
Gyg,False,2329,0.804970375246873,61.66886109282424,4891,2329,True,0.6816278015964422,1.1434627311283196,0.7324455
Tnik,False,840,0.16342988808426595,86.17511520737327,993,840,True,0.20107924487187487,0.6327600378753613,0.60764277
Anxa5,False,1861,1.030447662936142,69.37129690585913,6261,1861,True,0.614837386799375,1.3079911356505556,1.9733136
Ccna2,False,301,0.18268597761685318,95.04608294930875,1110,301,True,0.08923267053626013,0.9472244773866761,1.712068
Slc7a11,False,682,0.20967741935483872,88.77551020408163,1274,682,True,0.2996625232450518,1.7538223607269343,4.5449066
Med12l,False,77,0.013495720868992759,98.73271889400922,82,77,True,0.020661172064155884,0.8679058613027715,1.4334943
Gpr171,False,1548,0.35862409479921,74.52271231073074,2179,1548,True,0.39054511283858084,0.8587581442453827,0.66832995
P2ry14,False,326,0.12080315997366689,94.63462804476629,734,326,True,0.11225336484941546,1.5047498173653917,3.6701431
P2ry13,False,498,0.09825543120473997,91.80381830151416,597,498,True,0.11577679144210891,0.6515950516247553,0.6737929
P2ry1,False,77,0.013495720868992759,98.73271889400922,82,77,True,0.016644961777436827,0.6170814580653047,0.55257833
Il12a,False,72,0.012672811059907835,98.81500987491772,77,72,True,0.021007676323342828,0.786274748416452,1.1467992
Ift80,False,558,0.10566161948650428,90.81632653061224,642,558,True,0.13295606351000652,0.6888936000954602,0.8047885
Smc4,False,2925,1.271231073074391,51.85977616853192,7724,2925,True,0.8903405589628326,1.3200521673203796,1.0951135
Gm26771,False,73,0.013001974983541803,98.79855167873602,79,73,True,0.019266029469700695,0.6741358492082281,0.75295806
Tlr2,False,899,0.2024358130348914,85.20408163265306,1230,899,True,0.2488908667242787,0.9451829272192874,1.7048979
Trim2,False,48,0.008229098090849244,99.21000658327847,50,48,True,0.012633595052584328,0.6178483007884011,0.5552715
Tmem154,False,780,0.16161948650427913,87.16260697827518,982,780,True,0.22063615036042708,0.8842435296258194,1.4908736
Cd5l,False,64,0.03703094140882159,98.9466754443713,225,64,True,0.028121026348902498,1.9633530006543505,5.2807956
Fcrl1,False,689,0.1774193548387097,88.66030283080974,1078,689,True,0.23088601736050163,1.2702347855577716,2.8465068
Fcrl5,False,103,0.02402896642527979,98.30480579328506,146,103,True,0.02871467487905669,0.8989884923827981,1.5426592
Pmf1,False,1468,0.4045424621461488,75.83936800526662,2458,1468,True,0.353955499731087,0.8238087374989659,0.5668049
Lmna,False,169,0.047564186965108626,97.21856484529296,289,169,True,0.03900605128955123,0.8394565580621075,1.3335781
Fdps,False,1111,0.34743252139565506,81.71494404213297,2111,1111,True,0.26610871473833775,0.980466488003415,1.8288167
Gm15417,False,394,0.07422646477946017,93.5154707044108,451,394,True,0.10026199236689663,0.8398917427828221,1.3351065
Cks1b,False,816,0.391540487162607,86.57011191573403,2379,816,True,0.21719840200707,0.9908556305182911,1.8653041
Pmvk,False,1032,0.22333772218564846,83.01514154048716,1357,1032,True,0.22178152520609307,0.608527051271404,0.5225345
Slc39a1,False,1082,0.2681040157998683,82.19223173140225,1629,1082,True,0.2545745231994224,0.684879634443718,0.79069114
S100a4,False,1643,2.3490783410138247,72.95918367346938,14273,1643,True,1.027298487277706,2.7429927871669206,2.7658796
S100a10,False,4433,3.508393680052666,27.040816326530614,21317,4433,True,1.5703684091984764,1.6327667733979272,0.5685302
Fam63a,False,714,0.13660302830809742,88.24884792626729,830,714,True,0.16524230478195284,0.6489536547102569,0.6645161
Ctss,False,4835,6.550526662277814,20.424621461487824,39801,4835,True,1.9494327021009756,2.774765376096673,0.98212385
Ecm1,False,517,0.14088215931533904,91.49111257406189,856,517,True,0.1292261921592926,0.9845057686344365,1.8430029
C920021L13Rik,False,88,0.015470704410796577,98.55167873601053,94,88,True,0.02149279626724484,0.7334868380459884,0.96140367
BC028528,False,1246,0.5510204081632653,79.49308755760369,3348,1246,True,0.3965883461097141,1.1917483796644297,1.6356382
Plekho1,False,936,0.23831468071099407,84.59512837393022,1448,936,True,0.21445656815893685,0.6816485532995407,0.7793433
Fcgr1,False,764,0.3701448321263989,87.42593811718235,2249,764,True,0.2422055764749748,1.1924432610042215,2.5732965
Cd160,False,951,0.3021724818959842,84.34825543120475,1836,951,True,0.3014088479914722,1.2702260148618885,2.846476
Notch2,False,1720,0.4955562870309414,71.6919025674786,3011,1720,True,0.5061200222070708,1.229212742342881,1.744469
Phgdh,False,1577,0.46263989466754446,74.04542462146149,2811,1577,True,0.39045929977099625,0.8056980625249965,0.5141949
Fam46c,False,544,0.13150098749177092,91.04674127715602,799,544,True,0.14565536722567124,0.9485442859277592,1.7167032
Slc22a15,False,571,0.11553653719552337,90.60236998025016,702,571,True,0.15291016904991928,0.8130740067842114,1.2409204
Magi3,False,117,0.02040816326530612,98.07439104674127,124,117,True,0.02730421581498972,0.6097948733841645,0.5269872
Rhoc,False,501,0.10516787360105333,91.75444371296906,639,501,True,0.14951856976352257,1.047713469451379,2.0649936
Mov10,False,869,0.17116524028966426,85.69782751810402,1040,869,True,0.19597062738436852,0.6347269260148649,0.61455065
Gm5547,False,889,0.20210664911125742,85.36866359447004,1228,889,True,0.20415372340471769,0.7185622515273442,0.9089873
Adora3,False,153,0.028966425279789335,97.48189598420012,176,153,True,0.04073145919860763,0.8349320908089467,1.3176877
I830077J02Rik,False,1009,0.24769585253456222,83.39368005266623,1505,1009,True,0.2433697407337928,0.7451724805692683,1.0024446
Gm42722,False,418,0.08278472679394339,93.12047399605004,503,418,True,0.10898036867764503,0.7472081646744113,1.0095941
Chil5,False,413,0.07834101382488479,93.20276497695853,476,413,True,0.09887773994766873,0.6054182309359486,0.51161605
Chil3,False,2164,4.110599078341014,64.38446346280448,24976,2164,True,1.2322063214783328,3.4362319376982615,3.8823524
Csf1,False,106,0.019585253456221197,98.25543120473996,119,106,True,0.027453049382621754,0.8789891733186677,1.4724199
S1pr1,False,2013,0.5363726135615536,66.86965108624095,3259,2013,True,0.5483794939777352,0.8787915958124181,0.7265254
Vcam1,False,201,0.12080315997366689,96.6919025674786,734,201,True,0.0901464134942992,2.044378930831284,5.5653653
Cnn3,False,471,0.09842001316655695,92.24818959842001,598,471,True,0.13873842490122254,0.9493271039166448,1.7194525
Gclm,False,1260,0.315174456879526,79.26267281105991,1915,1260,True,0.3125429875984026,0.8728355105157252,0.7092235
Bcar3,False,192,0.03949967083607637,96.8400263331139,240,192,True,0.05265884340654262,0.8432294551241867,1.3468288
Gm42835,False,108,0.023864384463462805,98.22251481237656,145,108,True,0.031164441860152287,0.8441859377749811,1.350188
Ccdc109b,False,735,0.29739960500329166,87.90322580645162,1807,735,True,0.19364754723657815,0.8340832211240558,1.3147064
Lef1,False,2648,1.0493745885450954,56.41869651086241,6376,2648,True,0.8736082964433036,1.24485209170252,0.94067246
Sgms2,False,587,0.13018433179723501,90.33903884134298,791,587,True,0.1604078552995017,0.8567867599924014,1.3944432
Cenpe,False,218,0.08031599736668861,96.41211323238973,488,218,True,0.04615803250037365,0.9466224877048908,1.7099537
Gm43603,False,680,0.24621461487820934,88.80842659644503,1496,680,True,0.3401556080372678,1.8290975898918371,3.4870834
Bank1,False,918,0.293285055957867,84.89137590520079,1782,918,True,0.3383909122936946,1.4654055995059247,2.4305892
Gbp2,False,1804,0.5078999341672152,70.30941408821593,3086,1804,True,0.4907691094844448,1.404209854908618,2.2528207
Lmo4,False,1615,0.42972350230414746,73.42001316655696,2611,1615,True,0.399021535884555,0.8974504827620707,0.78072786
Ifi44,False,318,0.09052007899934167,94.76629361421988,550,318,True,0.0733554610466012,0.9191708584480456,1.6135412
Lyn,False,2738,1.326695194206715,54.93745885450954,8061,2738,True,0.8870618792891085,1.1215423791483918,0.6874268
Tox,False,549,0.1109282422646478,90.96445029624753,674,549,True,0.1395962769537584,0.7435537072861362,0.9967593
Gm11827,False,165,0.028966425279789335,97.28439763001975,176,165,True,0.04820911569423651,0.7602707424883703,1.055471
Gem,False,313,0.0587557603686636,94.84858459512837,357,313,True,0.07829530802627817,0.6409511760480223,0.6364107
Tmem64,False,255,0.04377880184331797,95.80315997366688,266,255,True,0.05982743314719477,0.6572461078740328,0.6936399
Ndufaf4,False,1153,0.24374588545095457,81.02369980250165,1481,1153,True,0.2506343214323704,0.6082629864595557,0.5216071
Bach2,False,550,0.1076366030283081,90.94799210006583,654,550,True,0.14295893586032327,0.7279438119807736,0.9419361
Lyrm2,False,1359,0.2868663594470046,77.63331138907176,1743,1359,True,0.3024250803917576,0.6056361455806059,0.51238143
Cd72,False,1371,0.38956550362080317,77.43581303489138,2367,1371,True,0.4213257350631824,1.3408964043553238,2.0689006
Pax5,False,398,0.09660961158657011,93.44963791968401,587,398,True,0.13854012019956158,1.0984160231262006,2.243065
Ccdc180,False,989,0.20260039499670837,83.7228439763002,1231,989,True,0.2528097656003628,0.8204835538494653,1.2669433
Gm568,False,145,0.026333113890717578,97.61356155365371,160,145,True,0.03499278242085927,0.6530809163646281,0.6790114
Nr4a3,False,71,0.014483212639894667,98.83146807109941,88,71,True,0.018567339913327884,0.9028329564119683,1.5561613
Smc2,False,889,0.32027649769585254,85.36866359447004,1946,889,True,0.21769566301893542,0.7092286401868537,0.8762068
Abca1,False,420,0.08278472679394339,93.08755760368663,503,420,True,0.09989230469858106,0.6415681300862299,0.6385775
Tmem38b,False,902,0.19223173140223832,85.15470704410797,1168,902,True,0.1996451526008151,0.6247996795245759,0.57968533
Klf4,False,335,0.11537195523370639,94.48650427913101,701,335,True,0.10118215562065348,1.3704141485457322,3.1983452
Ikbkap,False,1214,0.25905200789993416,80.01974983541804,1574,1214,True,0.3432848673901861,0.9964741743367302,1.0683833
Slc46a2,False,55,0.009216589861751152,99.09479921000658,56,55,True,0.013872889958597118,0.6453035809551673,0.65169674
Ambp,False,109,0.020078999341672153,98.20605661619487,122,109,True,0.031985226614453105,0.8338132270547073,1.3137583
6330416G13Rik,False,607,0.11142198815009875,90.00987491770903,677,607,True,0.13692650887570568,0.6182731000360143,0.55676347
Tnfsf8,False,1104,0.24423963133640553,81.83015141540487,1484,1104,True,0.2731397606563843,0.7070840289400209,0.8686748
Tlr4,False,374,0.0706056616194865,93.84463462804476,429,374,True,0.08179599227388325,0.66620728728243,0.72511226
Plin2,False,1937,0.7083607636603029,68.12047399605004,4304,1937,True,0.5456760983690008,0.9616278875282261,0.9671578
Hacd4,False,1498,0.47481895984200134,75.34562211981567,2885,1498,True,0.4338959726006083,0.9509498979343647,0.93613917
Jun,False,1457,0.43647136273864384,76.0204081632653,2652,1457,True,0.44631872511471876,1.4482151653548931,2.3806524
Inadl,False,160,0.028308097432521395,97.36668861092824,172,160,True,0.03877317279346425,0.61704428688498,0.55244774
Lepr,False,182,0.05414746543778802,97.00460829493088,329,182,True,0.054968970283648846,1.2825998460815,2.889934
Pde4b,False,840,0.16046741277156024,86.17511520737327,975,840,True,0.19993231294100278,0.6112827346667844,0.5322127
Lrp8,False,138,0.03341013824884793,97.72876892692561,203,138,True,0.03410553133520123,0.8769024483611896,1.4650911
Rnf11,False,870,0.16606319947333772,85.68136932192232,1009,870,True,0.20967562048853575,0.6970306571264812,0.8333665
Bend5,False,193,0.03571428571428571,96.8235681369322,217,193,True,0.05064359332205689,0.7449765431310464,1.0017564
Skint3,False,358,0.09479921000658328,94.10796576695193,576,358,True,0.08955567793729244,0.9053654323760199,1.5650555
Prdx1,False,4417,3.719223173140224,27.30414746543779,22598,4417,True,1.4672802890773298,1.9363212179142084,0.9385509
Plk3,False,428,0.07867017774851877,92.95589203423305,478,428,True,0.10730663037018205,0.6972183539513945,0.83402574
Gm12840,False,1328,0.6063199473337723,78.14351547070441,3684,1328,True,0.6031520970318708,1.8892739599562094,3.6618907
Cdc20,False,301,0.12705727452271232,95.04608294930875,772,301,True,0.07359760055926906,1.0677936592381019,2.135517
Slc2a1,False,996,0.19470046082949308,83.6076366030283,1183,996,True,0.2391326771693921,0.6714884999708778,0.74366033
Hivep3,False,189,0.040157998683344305,96.88940092165899,244,189,True,0.04018617574827075,0.6772815477665161,0.764006
Cited4,False,45,0.021889400921658985,99.25938117182356,133,45,True,0.025198613605056902,2.1957422632128876,6.096966
Fhl3,False,152,0.026662277814351546,97.49835418038182,162,152,True,0.03607647637441853,0.6224965639622644,0.5715966
Cdca8,False,471,0.21050032916392364,92.24818959842001,1279,471,True,0.11753203500031724,0.8334014638767779,1.3123121
Csf3r,False,2628,1.3671823568136932,56.747860434496374,8307,2628,True,1.176124119294874,2.0672995510442123,1.6776646
Oscp1,False,97,0.016787360105332456,98.40355497037525,102,97,True,0.020942898707265702,0.6657654078858138,0.7235604
Marcksl1,False,1462,0.5190915075707703,75.93811718235682,3154,1462,True,0.5089689699564813,1.834307134338145,3.5022168
Sdc3,False,737,0.27320605661619485,87.87030941408823,1660,737,True,0.199585606995589,1.1022697438716262,2.2565997
Sesn2,False,600,0.11586570111915734,90.12508229098091,704,600,True,0.15670023878701528,0.8132161227188361,1.2414194
Ptafr,False,1140,0.30710994075049375,81.23765635286372,1866,1140,True,0.3523161319053777,1.3047457084323157,1.9638859
Themis2,False,1248,0.2802830809743252,79.4601711652403,1703,1248,True,0.2951754793289449,0.748077742429747,1.0126481
Fgr,False,2275,0.8077682685977617,62.55760368663594,4908,2275,True,0.6821980023319076,1.120535031080055,0.685358
Sfn,False,325,0.0696181698485846,94.65108624094799,423,325,True,0.08467870879955115,0.8899638133839236,1.5109638
Hmgn2,False,3854,2.7302501645819617,36.57011191573404,16589,3854,True,1.274485497304521,1.7468176282949426,0.69474435
Lin28a,False,116,0.02040816326530612,98.09084924292297,124,116,True,0.029205124567948656,0.6336710283574117,0.6108422
Stmn1,False,1363,1.3171494404213298,77.56747860434497,8003,1363,True,0.6108495752772877,2.3539949645733564,5.0118656
Sepn1,False,551,0.10385121790651744,90.93153390388413,631,551,True,0.13792084748472472,0.7213079486836963,0.91863036
Id3,False,1534,0.554147465437788,74.75312705727453,3367,1534,True,0.5178528939813837,1.5142263622572536,2.5724094
C1qb,False,1784,2.903884134298881,70.6385780118499,17644,1784,True,1.108768909531845,3.3045131371397694,3.6702173
C1qc,False,970,1.2460500329163924,84.03554970375247,7571,970,True,0.6209291846662349,2.6269652140058746,3.779168
C1qa,False,909,1.098420013166557,85.03949967083608,6674,909,True,0.5835489115333298,2.9896385204929774,6.858356
Padi4,False,874,0.24769585253456222,85.61553653719552,1505,874,True,0.28049196619449074,1.0674238671957301,2.1342182
Tmem51,False,775,0.3062870309414088,87.24489795918367,1861,775,True,0.20959843330966732,0.9391140751765453,1.6835835
Dhrs3,False,382,0.08558262014483213,93.71296905859118,520,382,True,0.07915660276872294,0.692259610764231,0.8166102
Tnfrsf1b,False,1539,0.4397630019749835,74.67083607636603,2672,1539,True,0.39560990975914817,0.9028480147649202,0.7964073
Srm,False,1019,0.2621790651744569,83.22909809084923,1593,1019,True,0.24164987550856798,0.7753745940650717,1.1085169
Casz1,False,127,0.02369980250164582,97.90980908492429,144,127,True,0.027080639600427385,0.6122880080572259,0.5357433
Ctnnbip1,False,658,0.1489466754443713,89.17050691244239,905,658,True,0.18116448244224584,0.9614030587421007,1.7618643
Slc25a33,False,736,0.1448321263989467,87.88676761026991,880,736,True,0.18815424581589016,0.753492670026891,1.0316658
Tnfrsf9,False,172,0.0521724818959842,97.16919025674787,317,172,True,0.05444212176981742,1.4902407613261106,3.6191862
Fam213b,False,455,0.16030283080974325,92.51152073732719,974,455,True,0.11630281178966119,0.9943074507991083,1.8774272
Nadk,False,2754,1.0459183673469388,54.674127715602374,6355,2754,True,0.7875770533826395,1.0880114580500495,0.6185632
Tnfrsf4,False,70,0.016787360105332456,98.84792626728111,102,70,True,0.025892113006446216,2.4496776102171824,6.9888077
Isg15,False,3427,2.236175115207373,43.59776168531929,13587,3427,True,1.3107290002140697,2.3478980472724924,1.4680666
AW011738,False,536,0.10204081632653061,91.1784068466096,620,536,True,0.13034324351994717,0.759024567427559,1.0510943
Steap4,False,624,0.16260697827518103,89.73008558262015,988,624,True,0.2391388917719761,1.2878014560122297,2.9082024
Cd36,False,119,0.03686635944700461,98.04147465437788,224,119,True,0.03314865228396552,1.0929381676956702,2.2238264
Fgl2,False,1305,0.36454904542462147,78.52205398288348,2215,1305,True,0.4093768708082551,1.404531591861114,2.2537553
Rnf32,False,68,0.012508229098090849,98.88084265964451,76,68,True,0.01561315802213105,0.6101574105717279,0.52826047
Tyms,False,540,0.21231073074391046,91.11257406188282,1290,540,True,0.13454721702908828,0.8356929962125902,1.3203602
Cenpa,False,1033,0.3969716919025675,82.99868334430546,2412,1033,True,0.2789591041115455,1.1135098424201617,2.2960758
Khk,False,960,0.2633311389071758,84.20013166556946,1600,960,True,0.24007964273912372,1.0642544263592446,2.123087
AI839979,False,820,0.19173798551678736,86.50427913100725,1165,820,True,0.23756990611276965,1.0894667037489434,2.2116344
Mrpl33,False,5253,3.946017116524029,13.545095457537858,23976,5253,True,1.7976720814825387,1.6318439900424138,0.5672815
Fosl2,False,1307,0.30826201448321267,78.48913759052007,1873,1307,True,0.3854203880274864,1.0692714206170428,1.2798531
Tbc1d14,False,1122,0.2239960500329164,81.53390388413429,1361,1122,True,0.2637986926667439,0.680803186675815,0.7763743
Jakmip1,False,1238,0.25510204081632654,79.62475312705728,1550,1238,True,0.2961605493503921,0.6097118471191931,0.5266956
Hs3st1,False,241,0.054312047399605004,96.03357472021067,330,241,True,0.07138825732395646,0.8580129378878437,1.3987496
Cpeb2,False,374,0.06813693219223173,93.84463462804476,414,374,True,0.09099887871671195,0.6928528202371695,0.8186936
Fbxl5,False,2444,0.7042462146148782,59.77616853192891,4279,2444,True,0.6834308646666155,1.14600825588331,0.7376733
Bst1,False,1632,0.48403554970375245,73.14022383146808,2941,1632,True,0.5164061209737201,1.1629392173711772,1.5519501
Cd38,False,1110,0.3490783410138249,81.73140223831467,2121,1110,True,0.3107518655150957,1.0069156906485945,1.098715
Rell1,False,837,0.1889400921658986,86.22448979591837,1148,837,True,0.2035580344783897,0.8765407986505659,1.463821
Fam114a1,False,214,0.037524687294272545,96.47794601711652,228,214,True,0.04633196822003213,0.6133829235661326,0.53958875
Tmem156,False,614,0.11059907834101383,89.89466754443714,672,614,True,0.13745834406222052,0.6074924398914545,0.5189009
Rbm47,False,754,0.1553653719552337,87.59052007899935,944,754,True,0.16984398619765442,0.6627027092418358,0.7128039
Gm43698,False,487,0.09907834101382489,91.98485845951284,602,487,True,0.12476207749063901,0.693173262594719,0.81981903
Atp8a1,False,904,0.1823568136932192,85.12179065174456,1108,904,True,0.19490708509385396,0.6052457351811263,0.5110103
Txk,False,2342,0.7913100724160632,61.45490454246214,4808,2342,True,0.7072622814097445,1.0597166001987899,0.560453
Kit,False,76,0.01695194206714944,98.74917709019093,103,76,True,0.02279968410775203,0.9137529133626046,1.594513
Kdr,False,72,0.023535220539828833,98.81500987491772,143,72,True,0.023668369115813517,1.185490258021872,2.548877
Hopx,False,2067,0.5799868334430547,65.98090849242924,3524,2067,True,0.5285320572749354,0.8232448141075078,0.5651667
Jchain,False,2123,6.690092165898617,65.05924950625412,40649,2123,True,2.104965623273811,7.06810784497107,4.883851
Pf4,False,146,0.06863067807768268,97.59710335747202,417,146,True,0.06446169728655918,2.493879359914648,7.144048
Cxcl2,False,1264,0.5562870309414089,79.19684002633312,3380,1264,True,0.6570594706042023,2.4599401172565774,3.4361424
Naaa,False,990,0.3181369321922317,83.7063857801185,1933,990,True,0.2417583852489929,0.719084770096225,0.9108224
Cxcl9,False,47,0.0413100724160632,99.22646477946017,251,47,True,0.029798164393254632,3.5402884243679145,10.819123
Cxcl10,False,258,0.12985516787360105,95.75378538512179,789,258,True,0.11200921543907179,2.206929124084021,6.1362553
Anxa3,False,842,0.34101382488479265,86.14219881500988,2072,842,True,0.22015506440993934,0.8301200447152122,1.3007874
Gm8013,False,92,0.01695194206714944,98.48584595128374,103,92,True,0.026892555096026123,0.8853615770440495,1.4948003
Bmp2k,False,863,0.19256089532587228,85.7965766951942,1170,863,True,0.20259072539407447,0.7217981289434839,0.9203519
Antxr2,False,626,0.11784068466096116,89.69716919025674,716,626,True,0.1512468369547987,0.6745786102612168,0.7545131
Rasgef1b,False,201,0.03867676102699144,96.6919025674786,235,201,True,0.051495343631388524,0.8838432793263631,1.489468
Plac8,False,5660,17.968235681369322,6.846609611586574,109175,5660,True,2.8332908277710382,3.4604557385991837,1.3463129
Hpse,False,702,0.21428571428571427,88.44634628044766,1302,702,True,0.15838873358332603,0.7599856549667037,1.0544697
Agpat9,False,331,0.0597432521395655,94.5523370638578,363,331,True,0.08859539152885709,0.6945360400070438,0.8246052
Arhgap24,False,343,0.06270572745227124,94.35483870967742,381,343,True,0.0869455352957032,0.6798889163193994,0.7731633
Spp1,False,147,0.042297564186965106,97.58064516129032,257,147,True,0.03452888244951662,1.0003921441749462,1.8987972
Abcg3,False,712,0.22333772218564846,88.28176431863068,1357,712,True,0.1602215011813069,0.6625730590323273,0.7123486
Gbp9,False,1102,0.2314022383146807,81.86306780776826,1406,1102,True,0.24976277287806697,0.6841202086341692,0.78802395
Gbp4,False,1218,0.2684331797235023,79.95391705069125,1631,1218,True,0.2888829355339768,0.7905778137674834,1.1619118
Golga3,False,475,0.08903884134298881,92.18235681369322,541,475,True,0.09607924598773793,0.6116748473914941,0.53358984
Adrbk2,False,568,0.16672152732060566,90.65174456879525,1013,568,True,0.12305668612700399,0.6766438421704949,0.7617663
Oasl2,False,2491,0.8499012508229098,59.002633311389076,5164,2491,True,0.7146107400132139,1.0556610660558252,0.552124
Gm13822,False,710,0.18861092824226464,88.31468071099408,1146,710,True,0.27311205720145787,1.7133848652395278,4.402887
Oasl1,False,872,0.18844634628044765,85.64845292955891,1145,872,True,0.2062044850657949,0.7323346976173716,0.9573572
Vsig10,False,106,0.019420671494404212,98.25543120473996,118,106,True,0.028002581785601624,0.8160652087863216,1.2514257
Tesc,False,291,0.0576036866359447,95.21066491112575,350,291,True,0.07493957232982013,0.7515669684971101,1.0249026
Dtx1,False,1589,0.3900592495062541,73.84792626728111,2370,1589,True,0.41690585248738027,0.8209114141062251,0.5583884
Aldh2,False,2394,1.204904542462146,60.59907834101382,7321,2394,True,0.7857858506101411,1.1557770027087073,0.7577357
Myl2,False,84,0.01596445029624753,98.61751152073732,97,84,True,0.022644351911328735,0.8537725742104024,1.3838571
Ccdc63,False,149,0.026662277814351546,97.54772876892692,162,149,True,0.035200956179314874,0.6716226682248534,0.74413157
Hvcn1,False,1738,0.5021395655036208,71.39565503620804,3051,1738,True,0.5485738834675936,1.5534966105489911,2.686486
P2rx4,False,1098,0.28999341672152734,81.92890059249507,1762,1098,True,0.25275752955672676,0.6827610793251395,0.7832506
Camkk2,False,818,0.20506912442396313,86.53719552337064,1246,818,True,0.17574464430007145,0.6599519331219927,0.70314294
Bcl7a,False,345,0.06287030941408822,94.32192231731402,382,345,True,0.07826263492101201,0.6094683397805823,0.5258404
Hcar2,False,196,0.03620803159973667,96.7741935483871,220,196,True,0.06239209466034589,0.949862480742436,1.7213328
Rilpl1,False,80,0.0162936142198815,98.68334430546412,99,80,True,0.017033645035531293,0.6592892387613694,0.7008155
Scarb1,False,783,0.2435813034891376,87.11323238973009,1480,783,True,0.17790257990984207,0.7447730781512486,1.0010419
Aacs,False,456,0.08311389071757735,92.49506254114549,505,456,True,0.10445873074324892,0.6163935671296134,0.5501624
Ncf1,False,2017,0.6619486504279131,66.80381830151416,4022,2017,True,0.5392434615727483,0.8988127892898764,0.78468525
Gtf2i,False,2179,0.576366030283081,64.137590520079,3502,2179,True,0.5555166153697116,0.8692413180331543,0.6987827
Lat2,False,1053,0.2812705727452271,82.66951942067149,1709,1053,True,0.25878508968998315,0.8015686969513589,1.2005128
Hip1,False,635,0.1403884134298881,89.54904542462147,853,635,True,0.14072238738332457,0.6382161142156612,0.62680495
Tmem120a,False,1061,0.20836076366030284,82.5378538512179,1266,1061,True,0.23184518319053682,0.6023462842798248,0.50082713
Cldn15,False,254,0.06484529295589203,95.81961816984858,394,254,True,0.06254063306842131,0.6878145868430665,0.8009989
Zcwpw1,False,318,0.06698485845951284,94.76629361421988,407,318,True,0.06918088274176398,1.029738537081369,2.0018642
Pilra,False,2753,1.554312047399605,54.69058591178406,9444,2753,True,1.1534847069483425,1.876979737850741,1.3711516
Pilrb1,False,1403,0.3991112574061883,76.90915075707703,2425,1403,True,0.37173715550559255,0.8929055092870045,0.76752514
Pilrb2,False,1640,0.47662936142198814,73.00855826201449,2896,1640,True,0.46591021239702785,1.0835708419245795,1.3213917
Nxpe5,False,132,0.04098090849242923,97.8275181040158,249,132,True,0.025470418782381498,0.6433757807077692,0.64492613
C130050O18Rik,False,659,0.1402238314680711,89.15404871626069,852,659,True,0.15509780070924384,0.7705385830913042,1.0915325
Snx8,False,314,0.05809743252139565,94.83212639894667,353,314,True,0.07299594568228446,0.8347117995043497,1.3169141
Flt3,False,124,0.037689269256089536,97.95918367346938,229,124,True,0.03739493150390806,0.9245050671276568,1.6322755
